Смерти/д.н.,ср. кол-во рака в г.,ср. кол-во смертей в г.,ср. кол-во диагнозов/д.н.,медиан. доход,Население графства,% бедности,кол-во исслед./д.н. в округе,ср. возраст в округе,ср. возраст м. в округе,ср. возраст ж. в округе,ср. размер дом-ва,% женатых,% 18-24 без 11 классов,% 18-24 оконч. 11 классов,% 18-24 оконч. бакалавр,% >25 оконч. 11 классов,% >25 оконч. бакалавр,% >16 работают,% >16 не работают,% с частной мед. страховкой,% с гос. мед. страховкой,% раса белые,% раса черн.,% раса азиаты,% раса другие,отн. кол-ва детей к женщинам
189.9,465,195,469.6,45431,89100,17.8,763.1874299,36.8,35.6,38.3,2.58,44.9,18.3,37.5,6,36.8,13,59.3,7.5,65.2,33.5,88.8099,5.2255,0.8676,1.035,6.2163
199.3,62,26,508.2,43111,9014,16.2,0,42.3,41.4,43.5,2.39,58.6,33,37,1.3,44,13.4,54.6,5.2,70.1,33.7,96.6201,0.7597,0.2532,0.3083,7.369
180.1,228,84,477.4,49384,44834,14.2,0,37.8,36.8,38.8,2.52,47.4,11.5,26,5.4,38.3,14.3,54.8,5.1,74.8,28.1,91.7583,3.6754,0.8661,0.5385,4.5325
152.7,279,107,399.4,44410,44237,17.5,22.60551122,49.8,49.9,49.7,2.6,57,17.7,39.4,2.6,36,13.6,47.5,9.1,59.6,41.9,96.4691,0.5077,0.7034,0.7057,5.7363
170.3,360,153,422.7,47705,78572,17,1374.535458,36,35.2,37.3,2.49,49.2,9,20.9,8.4,32,18.1,60.3,6.3,74.2,28.8,88.3128,7.6463,1.313,0.4549,4.8951
197.3,59,28,460.8,39017,8992,16.5,0,42.4,40.9,43.4,2.48,53.6,16.9,32.3,6.7,49.6,9.8,55,8.9,68.8,36.5,95.5695,1.2203,0.088,0.5937,9.99
255.8,39,21,492.8,32170,6263,24,0,40.9,41.7,40.4,2.54,46.7,13.9,49.1,4.2,31.3,7.2,48.7,9.7,47.2,43.1,95.8466,0.0637,0,0.2546,2.6297
182.5,473,207,430.1,60970,101603,10.5,9.842229068,39.2,38,40.2,2.63,58.6,18.2,32.1,5.5,34.8,16,61.6,6.7,75.6,27.5,92.1979,3.6346,0.7263,0.6211,4.5612
172.7,82,40,400.7,33631,13934,21.4,0,44.8,42.3,46.5,2.33,55.2,19.1,32.8,4.5,42.4,9.4,45.6,10.5,52.8,44.4,96.4512,0.0864,0.0792,0.036,6.4955
166.7,52,22,444.2,43049,7589,12,0,45.5,44.1,47.3,2.52,54.5,16.1,44.5,2.2,49.2,9.6,54.2,3.8,71.7,37,96.3137,2.2745,0.1176,0.0131,2.9635
146.6,337,119,417.7,51831,83279,11.3,0,37.8,36.7,38.6,2.69,60.3,12.7,35.4,9.8,31.6,17.9,60.9,6.4,69.3,28.5,95.6356,0.5859,0.5649,0.4264,5.849
228.4,47,22,506.4,43298,6801,15.7,0,43.7,43,44.7,2.42,58.5,12.1,30.7,3.9,43.3,9.1,58.7,4.5,66.1,33.7,97.702,0.2602,0.0578,0,7.9554
176.4,1089,386,492,61598,235637,9.1,411.6501229,36.6,35.6,37.9,2.6,52,13.3,38.1,11.1,28.9,21,66,6.1,78.2,22.8,86.7608,5.4011,2.144,1.4438,4.9348
196.5,115,51,459.5,51221,20609,12.4,0,41,40.2,41.5,2.48,58.2,11.7,44.6,6.9,38.7,12.6,59.6,5.8,73,28.9,95.2337,1.7514,0.6196,0.4147,6.8636
168.6,376,139,458.6,51885,76720,13.3,808.1334724,38,36.8,39.4,2.44,49.3,18.7,29.9,7.3,31.1,21,59.1,4.9,75.5,27.6,83.185,11.6224,1.1368,1.7496,6.3285
179.9,100,40,481.5,42166,17642,14,0,38.6,34.7,42.4,2.47,50.6,28.1,38.2,3.7,41.4,13.9,55.8,5.7,72.7,31.1,89.3196,6.082,0.3183,0.8015,4.3153
206.8,150,65,488,37379,24526,20.7,0,41.2,40,42.3,2.61,51.8,30.1,38.1,7.7,38.4,7.8,48.2,12.7,54.7,40.8,97.6521,0.219,0.073,0.0162,7.4658
194.1,45,23,383.9,37173,7595,18.5,0,47.1,45.5,48.6,2.34,54.7,15,31.8,7.4,41.3,9,52.9,7.9,54.2,43.1,95.55,0.4857,0.1444,0.3807,3.6273
179.1,95,40,435.4,34987,16393,21.7,0,43,41.8,43.8,2.62,56.9,23.6,42.6,6,41.9,9.8,45.5,13.2,50.8,39.6,95.5325,0.0785,0.0785,0.6882,9.0433
206.3,47,23,433.7,41610,8253,16.8,0,40.5,40.4,40.8,2.65,58.1,42.1,28.5,1.1,40.5,11.4,53.7,5.7,58.8,34.7,97.4266,0.894,0.0604,0.1329,7.4838
200.1,90,45,424.4,34411,15593,21.6,0,43.4,42.1,44.6,2.6,51.8,34.1,31.4,1.3,39.2,8.4,47.5,9.2,50.3,44.7,96.4707,0.3971,0.6149,0.0705,6.8691
166.5,64,35,317.9,31805,13373,23,0,47.3,46.2,47.8,2.54,58.6,20.6,45.8,2.3,42.4,5.8,44.6,9,53.1,43.7,98.3797,0.0592,0.0222,0.6511,6.1289
230,168,93,424.9,31486,30895,29.8,0,39.8,37.4,41.7,2.44,47.4,28.4,38.8,3.6,38.6,6.9,47.8,8.1,49.3,46.8,85.7138,9.7617,0.4151,1.8725,6.176
180,550,210,475.2,51978,102426,11.8,439.3415734,40.2,38.9,41.5,2.53,56.7,16.1,33.6,5.8,34.3,11.7,60.3,7.2,71.6,28.6,96.2505,1.0341,0.4979,0.6177,5.5936
180.8,105,43,481,44065,14858,13.5,0,45.6,44.9,47.2,2.35,56.6,8.8,38.5,7.5,43.2,10.3,54.2,6.1,69.8,35.2,97.7522,0.4415,0.2877,0.0602,6.721
172.8,42,19,439.7,39444,6692,15.4,0,41.4,40.5,42.8,2.38,59,17,42.2,7.6,43.5,13.1,56,6.3,65.2,39.5,97.4503,1.0612,0.4274,0.4274,6.5826
173.6,1333,552,434.6,40386,288072,20.6,829.6536977,35.6,34.5,37.2,2.31,47.4,8.2,23.1,9.8,27.9,19,58.9,6.8,67.6,29.5,91.038,3.1422,1.7697,0.7277,5.4453
209.2,66,33,444.5,37911,10097,19.2,0,41,38.5,44,2.45,54.6,11.6,27,6.5,39.3,10.3,52.9,4.5,63.1,36.8,95.8463,0.819,0.2828,0.0878,7.829
186.1,60,25,473.6,37486,8615,19,0,42.4,39.5,45,2.37,59.4,28.6,33.6,10.9,48.6,9.2,,5.8,60.4,41.8,97.3859,0.8484,0.0344,0.344,6.9725
222.5,152,74,483.4,39232,21737,18.3,0,44.1,42.9,45.3,2.29,55.6,18.9,44.5,4.9,41.3,10.2,53,7.4,62,41,96.1423,1.7201,0.1588,0.0136,5.0622
179.4,68,35,365.2,33707,9201,22.1,0,53.5,53.2,53.8,2.25,58.3,21.7,41.4,4.7,42.7,6.5,37.9,12.6,50.7,53.2,96.7434,0.1714,0.2571,0.225,1.3307
154.1,27,13,368.2,41652,4484,14.4,0,47.4,46.2,48.5,2.11,61.3,20.8,46.5,3.8,44.4,12.9,59.2,5.2,67.2,36,96.9447,0.3467,0.455,0,7.4745
150,50,20,398.7,44188,10139,15.6,0,38.8,38.3,39.4,2.53,51.3,12,13.4,2.4,36.2,15.9,55.8,6.3,68.3,34,91.6618,5.1562,0.2357,0.442,6.6336
204.4,214,109,417.6,32662,40117,22.1,0,40.6,38.6,42.4,2.45,56.1,18.7,37,4.2,39,8.2,51.6,8.3,58.1,41.8,96.0398,0.31,0.6125,0.6001,7.5191
216.3,74,30,529.5,33091,10125,22.1,0,43.1,41.6,44.4,2.46,50.8,16.4,46.4,0.5,40.4,7,46.6,11.4,52.1,43.6,95.0494,2.6061,0,0.2616,3.8967
188.9,3240,1365,453.1,46185,687623,16.5,578.8055373,36.5,35.3,37.7,2.44,43.3,14.2,31.5,13.2,29.1,18.2,61.1,7.6,66,29.7,66.5664,23.751,1.7533,4.1974,5.7302
187.3,576,239,461.5,40047,118596,19.6,539.6472056,35.5,34.4,36.5,2.52,51.4,11.9,32.1,7.8,35.6,15.1,61.2,6,64.1,31.4,91.1985,2.2367,1.0795,0.896,5.7121
203.6,1024,438,457.4,58976,224124,10.6,0,38.6,37.7,39.6,2.68,54.3,15.3,31.9,4.1,33.6,12.1,61.5,8.3,73.9,26,96.2695,0.9784,0.718,0.2785,5.2588
183.4,227,87,472,49949,53951,14.6,18.53533762,29.7,28.6,31.1,2.49,49.6,4.5,20.8,8.2,30.7,15.9,54.9,8,75.4,25.4,89.3325,4.4077,1.4348,0.4413,6.3031
217.7,25,14,431.6,37581,3910,19.4,0,523.2,42.4,45.4,2.34,58.7,26.9,27.6,13.1,41.9,11,53.8,7.4,56,37.4,96.6047,0.57,0,0.4709,5.0761
183.2,185,80,430.9,36895,35473,18.4,0,39.8,38.7,41.5,2.6,54.4,24.6,34.5,4.6,38.9,9.2,52.6,8.8,56.1,39.7,95.7538,0.5209,0.6364,0.1971,4.3063
174.5,187,76,449.5,48128,32701,13.4,336.3811504,41,39.6,42.6,2.44,56,18.5,39,9.2,42.4,13,57.4,6.9,72.7,32.2,94.2976,2.0081,0.2309,0.2187,6.8505
178.5,194,88,412,39908,38180,18.6,0,39.6,39,40.4,2.6,57.1,17.7,46.3,1.5,38.7,11.8,53.5,7,62.1,35.5,94.7783,0.1569,0.5256,2.0448,4.5493
212,58,28,463.2,41891,10207,14.3,0,39.3,37.8,41.1,2.45,52.1,9.5,23.6,5.2,47.7,8.6,60.8,5.6,70.4,30.1,93.8459,2.9984,0.2458,0.3441,5.3667
191.5,240,98,468.8,53804,54696,15.7,0,36.5,35.8,37.3,2.87,53.7,20.7,42.9,7.8,43.4,9.8,57.9,9.5,71.9,28,94.6592,1.9183,0.4791,0.7428,5.3931
197.9,86,37,497.9,37597,12308,20,0,42.8,41.8,43.9,2.53,53.3,20.2,39.6,10.1,49.5,10,52.4,4.5,66.8,35,95.9761,0.5564,0.25,0.7096,5.6927
203.2,93,44,470.4,47937,15028,16.6,0,42,42.1,41.9,2.39,52.9,20.9,52.1,3.1,42.6,13,54.2,5.1,69.1,33.6,94.4289,2.606,0.492,0.3258,7.0231
201.2,81,49,334,34863,22643,22.2,0,37,36.1,37.8,2.71,52.9,32.4,29.3,3.7,34.2,8.4,54.6,8.7,50.7,37,89.439,1.542,1.375,0.7512,7.4395
141.8,94,34,433.8,35345,15335,17,0,42.9,41.8,44.5,2.43,53,20.5,45.4,5,43.8,10.3,53.7,8.7,65.5,38.6,94.806,2.749,0.3881,0.2781,5.7755
225.4,78,38,488.3,35363,12408,20.4,0,42.3,40.1,43.1,2.63,56.3,16.4,43.4,4.2,36.4,7.9,49.8,10.2,58.8,41.8,95.5487,1.7902,0.4758,0,5.7396
188.8,181,70,517.2,42088,28880,18,0,39.7,39.2,40.3,0.0243,47.7,13.8,32.2,8.9,38.5,12.8,56.6,7.2,63.2,34.2,91.0298,5.6241,0.8495,0.1179,4.6732
180.7,22,11,405.5,38023,3694,15,0,44.1,43.6,44.7,2.43,54.2,24.7,27.9,15.8,50.1,9.1,57,4.6,59.9,35,97.1759,0.7262,0.5917,0.4572,4.788
202.1,129,65,421.8,37360,25113,17.4,0,40.8,40.2,41.3,2.61,54.5,23.6,35.4,4.6,42.5,11,54.8,8.1,59.8,38.5,96.1733,0.4408,0.3406,0.7974,6.9763
179.9,70,31,409.2,47158,15963,13.9,187.9345988,38,37.8,38.1,2.62,55.3,29.2,33.7,5.6,43.4,13,54.8,6.7,66.4,29,92.9941,3.8985,0.1013,1.0696,6.7689
176.9,84,32,510,42105,11703,16.1,170.8963514,43.7,41.9,45.2,2.37,55.1,19.9,39.3,4.8,42.3,7.8,54.3,9.4,63.4,39.2,96.0968,1.3653,0.3183,0.1843,4.5006
203.7,135,67,425.7,36867,20171,20.7,0,46.5,45.9,47.4,2.55,50.9,32.4,42.9,2.1,41.3,9,42.2,11.7,50.2,42.3,96.2917,1.241,0.0494,0.2324,6.8852
229.7,105,57,438.4,34631,18208,23.3,0,40.5,38.7,42.1,2.49,47.4,16.3,57.3,1.4,41.3,6.8,50.1,8.8,48.3,43.3,81.4622,16.1588,0.0923,0.2607,5.1745
168.8,98,43,425,42956,22810,20.2,0,28.3,28.4,28.2,2.28,42.4,3.5,19.6,6.1,41.2,14,,7.2,74,26.8,94.1128,2.8595,1.5785,0.0474,3.6482
167.7,55,27,341.6,29415,10953,23.9,0,45.8,45.6,46,2.48,53.9,14.8,45.7,1.3,39.6,6.7,46.2,7.1,48.8,47.7,95.3639,0.2368,0.1093,0.5374,10.0469
190.2,60,31,389.4,31025,9409,22.3,0,50.7,50.7,50.8,2.22,59.1,29.4,36.3,0,44.2,7.5,39.3,12.6,51.6,52.1,96.4979,0.1678,0,0.4509,5.7846
239.8,81,52,380.6,32120,17482,28.7,0,37.6,36.3,38.8,2.53,41.5,23.3,49.8,1.8,37.8,7.8,47.1,11.2,45.7,47.5,70.236,27.157,0.0336,0.37,6.7108
174.4,100,42,437.7,50548,19183,11.6,0,39.7,38.9,40.8,2.54,59.5,17,40.6,5,44.4,10.9,62.1,4.2,76.1,29.4,97.3141,0.7906,0.356,0.2042,5.2808
217.1,227,109,467.3,40038,42255,17.6,0,37.5,36.2,39,2.56,53.9,20,31.1,5.1,32.2,11.5,57.1,6.4,61.6,35.7,90.3802,2.8473,0.4074,2.8971,6.9245
163.8,206,82,423.3,40710,44794,21.6,1942.224405,34.4,31.1,38.4,2.52,47.8,9.6,20.2,7.4,33.2,15.3,53.4,7,71.3,29,90.9503,2.5051,3.4467,0.1155,7.5104
192.5,113,44,500.7,44408,18348,18.9,0,39.5,37.9,42.6,2.47,48.4,30,48.1,5.2,43.8,9.3,,6.5,64.2,37,89.75,6.4535,0.27,0.8857,5.2828
152.6,397,138,425.1,70874,96096,6.9,301.7815518,38.3,37.4,39.2,2.46,54.7,10.4,28.3,12,22.4,25,67.3,5.6,81.8,21.2,86.9189,6.3987,2.5794,0.923,5.3662
183.4,155,71,413.5,38344,31229,18.1,1216.817702,37.5,36.1,38.6,2.52,55,17,26.4,7.4,38.8,10.4,52.6,9.5,62.3,39.4,95.4962,0.9805,0.4308,0.3504,3.1726
196,182,65,521.6,47227,53221,15.9,0,26.8,25,29.7,2.84,45,4.8,45.2,3.6,31.3,15.8,36.1,12.7,72.3,27.6,74.8199,12.1569,2.8086,3.1417,5.2831
205,34,16,451.6,34684,4858,18.6,0,46.4,44.3,48.6,2.2,55.7,3.6,41.3,4.4,41.7,12,53.2,2.8,63.6,38.7,97.855,0.4086,0.7763,0.0409,14.9789
205.2,48,28,369.8,51738,10196,11.6,0,45.1,44.5,46,2.53,60.1,18,32.2,8.4,48.5,8.2,58,6.2,67.7,34.9,96.8759,1.4351,0,0.0195,6.3353
191.8,134,57,469.5,41346,25104,18.3,0,38.4,36.5,40.7,2.72,47.1,23.6,28.1,2.4,38.9,9,47.5,8.9,61.5,39.1,90.5351,5.009,0.5172,0.2666,2.8373
204.2,132,57,472.9,51986,22810,15.3,0,41.5,40.1,43.1,2.63,55,22,34.4,8.4,47.3,9.2,55.5,8.2,72.9,32.7,95.7362,1.3547,0.2041,0.33,4.6636
181.8,38,18,394.3,31820,6432,21.5,0,46.6,45.3,47.6,2.4,55.6,31.7,36.6,0,44,5.7,45.7,11.1,52.3,48.6,96.1843,1.429,0.0456,0.2128,6.0222
236,87,46,455,30019,13802,25.1,0,41.6,40.2,43,2.57,55.1,19.5,25.2,0.5,39.1,6.3,49.2,10.1,46.7,48.4,96.4403,0.2359,0.0572,0.2144,7.1306
162.9,1691,583,465.2,74220,385590,6.8,59.64884981,37.4,36.3,38.7,2.65,57.1,9.2,28.8,10.1,26.1,23.3,68.1,5.1,84,19.2,90.3472,4.4901,2.2983,0.5515,5.1211
178.8,57,30,372.7,33986,9440,21.7,0,49.7,49.2,50.6,2.31,53.6,26.7,44.6,6.6,45.7,6.1,42.8,9.3,58,43.3,95.9244,1.208,0.2626,0.3887,3.8298
187.7,85,44,364.9,46874,17919,13.1,1506.780512,42.5,42.1,42.7,2.48,57.7,15.7,35.3,5,42,9,57.7,5.4,76,32.6,96.6203,0.7226,0.0389,0.0111,4.2294
216.8,383,165,513.8,40376,66520,20.3,435.95911,38.9,37.4,40.8,2.33,48.2,24.6,35.8,3.7,34.2,8.4,47.6,8.3,64.3,38.9,93.1329,4.7841,0.3848,0.3666,4.613
166,5880,2089,488.5,60093,1003362,9.6,366.7669296,40.2,38.1,41.9,2.44,48.6,12.5,27.8,13.7,22,24.4,61.3,7.4,76,26.6,69.6113,23.3467,3.7715,0.6561,5.1882
205.8,126,62,445.9,41112,23258,16.3,0,38.2,35.8,41.1,2.48,47.8,16,22.4,3.6,39.4,11.5,57.2,5.5,70.9,34.7,85.3861,4.9284,0.3514,3.767,6.0031
195.4,21,14,329.9,38281,4854,16.3,0,39.1,35.9,40.8,2.58,53.5,56.7,20.8,4.2,40.7,10.5,60.3,4,48.3,36.8,98.8098,0.9029,0,0,10.2881
205.4,230,99,492.2,40532,39008,20.9,0,39.7,38.4,41.2,2.52,50.9,19,44.2,4.1,42,8.5,56.2,6.8,60.5,39.6,85.9527,11.2798,0.4045,0.2202,5.8101
210.7,42,24,381,27382,8258,28.2,0,44.5,43,45.3,2.5,54.6,18.7,44.1,6.2,37.9,9.4,50.6,9.2,54.2,41.6,95.6475,0.2765,0,0.3968,7.1471
147.4,43,14,476.5,42498,6128,16.6,163.1853786,42.4,40.7,44,0.0237,57.1,16.9,43.9,8.5,46.4,8.8,,5.8,62.2,36.8,97.9285,1.6184,0.0486,0,6.4696
206.6,175,85,439.5,38329,29862,19,0,42,40.7,43.3,2.43,53.7,17.2,38.5,4.6,39.9,8.9,51.1,9.1,58,41.7,97.2048,1.4948,0.0369,0.1575,7.2548
169.4,205,92,379.3,40642,30943,16.2,0,51.3,51.1,51.5,2.42,62.5,23.7,37.8,5.3,40.1,10.9,45.2,10.8,60.3,43,96.7171,0.102,0.0446,0.5291,3.3148
196.5,37,18,425.4,36642,6353,17.7,0,40.9,39.9,43.6,2.56,52.2,23.9,43.9,5.7,47.3,8.2,54.4,6,63.1,35,93.8421,0.8753,0.6296,2.9023,10.3123
173.6,294,121,432.8,35731,54592,18.7,787.6611958,41.5,40.1,42.7,2.43,50.7,15.6,33.2,5.5,35.5,12.4,53.9,9,54.8,38.8,93.1248,0.8253,0.9355,1.9457,5.5058
194.4,110,54,417,40267,20826,17.5,0,40.6,39.1,41.9,2.5,53.3,16.2,38.4,3,41,10.1,57.9,5.4,59.7,37.4,96.1778,0.9053,0.6945,0.0862,5.0787
177.6,172,68,453.4,52959,33513,12.8,0,40.2,40.3,40.1,2.74,56.2,19.5,44.8,3.6,37,10.6,57.1,8.9,69.4,31.7,94.2439,2.2335,0.4661,0.9351,5.5808
207,121,59,422.2,34581,24788,25.5,0,40.1,39.2,41.2,2.67,50.1,14.4,33.5,1.1,42,4.3,45.9,12.2,52.9,42.8,94.8179,1.9602,0.1158,0.02,4.6713
240.5,106,49,520.2,30721,13405,26.4,0,46.7,46,47.2,2.43,51.7,24.8,40.2,0,36.6,7.7,43.2,9.5,52.1,49.6,97.074,0.5822,0.0821,0.0896,6.1995
166.7,181,65,454.2,41561,37483,17.8,0,38.1,37.1,39.6,2.78,57.6,24.6,40.7,2.2,40.5,10.1,52.5,6.3,59.5,31.8,95.3557,1.3382,0.2671,0.9485,7.8519
171,13,7,347.7,38802,2057,15.5,0,47.8,46.6,48.6,2.25,59.5,18.6,29.9,9,42.3,11,57.7,4.3,69.8,32.9,97.4063,0,0,0,3.2911
203.2,118,52,479.9,31600,18268,22.7,218.9621196,41.7,39.9,44,0.0248,54,24.8,36.5,2.8,40.8,7.2,45.9,9.4,48.6,44.9,96.2654,0.7968,0.5149,0.8944,5.6803
214.3,1526,667,485.1,35681,315685,28.8,2369.45056,34.6,34,35.4,2.2,28.6,16.1,24.9,14.5,23.6,18.3,56.7,12.4,55.5,35.3,45.7455,47.6848,2.8454,0.8208,4.6856
121.4,50,15,420.2,41602,9300,15.1,0,42.6,42,43.1,2.15,53.2,8.1,23.5,6.8,30.1,19.8,59,6.5,75.2,29.3,95.275,0.1292,0.3659,0.2045,2.4543
140.6,50,15,422.9,38871,13242,30.6,377.5864673,29.8,28.5,31.7,3.63,44.8,31.5,32.7,0.5,34.9,9.8,51.3,19.9,29.9,35.5,33.2623,0.0913,0.2283,0.137,6.7558
170.1,36,12,484.6,35740,6577,25.2,0,34.5,33.7,36.1,2.87,46.6,23.7,27.1,2,28.1,15.9,53.3,13.4,43,35.4,47.9085,0.2425,0,0.4547,8.1004
129.1,62,20,411.7,47520,10408,12.7,288.2398155,49.1,49.2,49,2.27,57.4,24.1,36.9,6,28.4,20.4,59.6,3.9,68.9,34.2,96.4258,0.0097,0.2435,0.7986,5.3646
165.2,446,169,453.7,42903,82278,14.3,1300.469141,38,36.4,39.7,2.35,52,13.8,36.8,5.8,31.8,17.4,56.6,5.1,66.9,34.9,88.6515,1.2425,0.9222,0.7443,5.7962
136.8,33,11,421.9,41004,5767,19.4,0,41.1,40.4,41.4,2.5,54.6,28.9,24.8,8.9,34.5,17.5,55,4.3,53.1,38.7,76.1059,0.0683,0.2904,0.9052,8.2051
197.5,13,6,444,47376,1760,10.8,0,50.3,46,54.3,1.99,57.2,14.4,44,0,31.2,17.6,,2.6,78.8,33.5,98.1797,0,0.1706,0.9101,7.5601
178.3,61,22,494.3,50540,9625,11.7,0,41.1,39.5,42.9,2.24,59.5,7.5,28.1,19.6,35.6,14.2,62,2,77.3,30.6,95.0027,0.8436,0.0641,0.598,1.7505
196.9,57,29,426.1,38178,9139,17.1,765.9481344,46.8,45,48.8,2.13,49.9,28,50.6,3.2,38.7,10.4,48.4,3.9,62.7,40.8,93.3341,1.0314,0.5211,0.456,5.3173
162,20,6,511.4,59102,3190,8,0,39,38.8,39.3,2.47,61.1,7.8,33.1,4.2,37.6,11.5,69.5,3.3,78.8,23.8,96.5653,1.3085,0.3925,0,21.3262
150.6,570,171,516.8,47351,96165,13.6,1029.48058,42.1,41.4,42.9,2.48,56.3,16.7,40.3,1.9,29.9,20.4,58.9,7,65.8,31.9,94.9364,0.3075,0.5154,0.6911,6.8121
137.9,337,109,416.6,51569,100739,13.9,774.278085,33.2,32.6,33.9,2.39,49.5,5.2,21.1,9.7,20,31.8,,6.3,77.5,19,94.8533,0.3986,1.2452,0.4794,4.4287
198.9,59,24,477,33428,13647,31.8,0,31.3,30.6,31.8,3.07,41.3,20.3,34.2,3.4,37.8,13.7,46.7,14.4,33,36.4,33.6235,0.3365,0.5193,0.2414,7.1199
231,7,3,524.5,37316,827,20.1,0,53.1,53.3,50.9,2.29,58.8,2.3,53.5,2.3,42.8,16,56.3,3.5,60.6,38.4,96.8254,0,0,0,1.4815
113.2,19,7,348.1,47902,3240,14.4,0,53.7,54,53.6,2.19,62.8,35.3,27.5,1.3,36,16.1,46.7,7.2,66.5,40.3,98.548,0.0631,0,0,18.5567
178,84,31,485.1,43509,16572,17.6,784.4557084,34.3,32.6,36.2,2.63,49,11.5,33.4,5.6,28.3,16.3,58.9,4,61.6,34.2,72.8439,0.0182,0.5084,0.4842,5.8097
185.5,65,25,445.4,61575,11645,10.4,0,47.7,47.6,47.8,2.51,59.5,21.9,37.5,2.4,28.6,23.1,56.2,6.6,75.5,30.9,95.0356,0.1478,0.2347,0.3304,4.1115
179.5,16,6,507.5,43272,1926,14.6,0,51.4,50.3,52.1,2.18,63.3,0.8,36.1,13.4,37.7,25.1,55.5,3.9,68.9,34.4,98.4477,0,0,0.2504,2.0896
139,46,16,472.7,50919,6414,14,0,46.5,44.2,48.1,2.27,66,11.2,19.6,5.7,33.1,12.8,63.4,1.6,76,31,98.1807,0.1233,0.2775,0.4934,8.049
171.1,41,15,520.4,52914,5315,10.3,0,45.6,44.7,47.3,2.37,60.5,12.8,21.3,6.5,42.3,11.5,64.9,1.2,80.4,29.3,99.2741,0.1303,0.1489,0.1117,4.3566
159,61,23,434.4,55465,11337,11.4,0,40.8,35.9,44.8,2.31,61.1,27.4,31.5,10.3,33.8,11.3,64.8,3.9,73.2,30.7,92.7233,0.1149,0.3095,0.7073,6.3839
135.2,13,5,384.9,39964,2006,13.9,0,50.8,50,51.6,2.15,64.7,11,28,0,41.5,14.5,59.3,1.1,69.4,37.6,97.0083,0.8337,0,0.2943,9.1772
156,19,9,358.2,42348,2946,12.8,339.443313,47.6,46.8,50,2,64,62.7,20,7.3,41.2,10.2,63.3,0.7,67.1,39.8,97.4659,0.0325,0.1949,0,0.3636
159.1,203,75,443.6,51550,48863,12.5,900.4768434,32.5,31.9,33.4,2.49,50.8,5.3,17.5,10.1,25.6,23.1,72.3,3.5,81.3,22.7,93.2587,1.1739,1.2824,2.3333,4.894
201.4,53,24,485.1,49345,6585,10.6,0,47.4,46.1,48.6,2.33,60.7,22.9,40.6,4.1,39.2,12.3,57.4,3.3,72.3,35,95.6672,0.9779,0.4814,0.6469,7.3529
167.3,47,21,399.5,54240,8115,9.2,0,44.7,42.1,47.7,2.26,60.8,22.7,24.9,2,39.9,11.2,65.5,4.2,79.4,30.1,96.8266,0.642,0.5572,1.1386,11.3083
193.1,140,59,478,66522,25512,6.9,0,498,40.4,42.4,2.57,62,14.2,36,5.1,32.1,16.9,,3.8,83,24.4,96.8139,0.9543,0.5639,0.3391,7.9389
120,45,19,334.6,54421,8564,10.4,0,44.8,42.8,46.7,2.39,64.4,14,28.4,10.8,40.6,13.1,67.5,2.2,83.7,28,98.6744,0.0807,0.0231,0.0807,6.3433
172.1,27,11,462.8,52749,3956,9.3,0,44.9,42.8,48.1,2.25,66.5,9.5,21.6,1.5,33.2,14.7,67.4,0.7,74.5,30,98.0754,0.0257,0,0.3336,7.4896
148.7,33,14,395.1,43564,5848,13.3,0,43.9,43.8,43.9,2.14,68,29.2,35.7,12.8,31,14.5,69.9,2.6,76,30.8,91.5598,0.0347,0.2773,0,4.0476
122.2,54,16,439.5,55964,10167,9,0,39.9,37.8,41.7,2.27,55.1,9,28.3,14.8,27.1,17.6,71.9,1.6,77,27.1,96.1496,0.2183,1.2404,0.0893,11.6935
148.9,44,14,506.7,55758,6309,11.3,0,43.2,42.5,43.7,0.024,61.2,25.2,28.1,6.1,32.6,14.2,63.1,2.8,69.5,32.5,96.7722,0.4544,0.3761,0.8931,8.0128
163,45,19,394.5,50758,10520,10.3,0,34.2,33.8,35,2.87,56.8,20.8,35.5,2,33.2,9.5,67.8,6.4,70.3,25.7,91.2184,2.1289,0.1426,2.9272,6.4875
128.3,50,19,370.9,56047,9125,9.1,0,43.6,43.3,44,2.41,61.3,20.8,33.2,6.7,38.9,14.3,64.2,3.3,74.1,31.5,96.0013,0.033,0.2974,2.1591,7.2727
159.7,68,29,429.8,45644,10806,13.4,9439.200444,43.8,42,45.5,2.25,62.4,26.9,33.2,1.9,32.8,14.6,66,2.3,71.2,34.1,97.3523,0.8054,0.3796,0.5555,7.0218
177.8,81,36,396,50289,20781,14.8,0,33.7,33,34.3,2.81,57.1,18,41,2.8,34.9,7.6,65.4,7.4,65.5,27.8,68.5114,4.135,3.1686,20.2471,9.8337
155.4,40,19,370,40667,9055,18.8,220.8724462,33.7,33.1,34.6,2.22,48.7,5.3,13.7,6.9,29.1,19.5,59.8,2.6,71.5,26.7,89.306,0.5254,1.7623,0.6458,7.4377
139.7,109,40,409,47366,23886,13.7,0,36.2,35.7,37,2.71,56.6,27,34.6,2.5,33.4,9.7,67.6,4.8,68.3,30.4,89.2227,4.6616,0.0706,3.6395,8.0543
104.6,13,4,402.3,44109,1921,11.8,0,47.1,44.6,47.2,2.34,55.3,12.6,19.3,3,36.3,11.5,65.3,4.3,67.3,35.5,95.9404,0,0.1028,1.593,2.8736
